title,handle,status,description,subtitle,thumbnail,categories,type_id,collection_id,tags,variant_title,variant_sku,variant_price_amount,variant_price_currency,variant_price_region_id,variant_manage_inventory,variant_inventory_quantity,metadata_seo_title,metadata_seo_description
"Butée de suspension","butee-de-suspension-033-5595","published","Butée de suspension pour Citroën Picasso, Xsara, Berlingo et Peugeot Partner II. Diamètre 56, hauteur 105mm. Garantit stabilité et confort de conduite optimal.","Compatible CIT PICASSO/XSARA/Berlingo-PGT PARTNER II DIAM.56H105","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXHWpyNMr-ClYL6PL-ts1JodsQbxtfaCg_yDtLcEflJ8hiV3z_6XaApWrTYQ&s","/suspension-direction-supports-silentblocs","","","citroen,picasso,xsara,berlingo,peugeot,partner,butee","Standard","033.5595","6350","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Butée suspension Citroën Picasso/Xsara/Peugeot Partner - Pièces Auto","Butée de suspension Citroën et Peugeot. Diamètre 56, hauteur 105mm. Qualité garantie."
"Butée à billes de suspension","butee-a-billes-de-suspension-035-5275","published","Butée à billes de suspension pour Peugeot 205, 306, 307, 309, 405, Citroën Picasso, Saxo, Xsara, C15, Berlingo. Permet la rotation fluide et sans friction du système de suspension.","Compatible P.205/306/307/309/405/PICASO.SAX/XSARA/C15.BERLIGO","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTApfHaBciHT0YV263-zR3f_ci62dOzSvfvn9Cn577CZay8mSUJrnbj54VQu9M&s","/suspension-direction-supports-silentblocs","","","peugeot,205,306,307,citroen,picasso,saxo,butee,billes","Standard","035.5275","8743","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Butée à billes suspension Peugeot/Citroën - Pièces Auto","Butée à billes pour suspension Peugeot et Citroën. Rotation fluide garantie."
"Support amortisseur AV","support-amortisseur-av-038-5155","published","Support amortisseur avant pour Citroën Saxo et Peugeot 106. Assure la fixation stable de l'amortisseur et améliore le comportement routier de votre véhicule.","Compatible C.SAXO/P.106 T.T","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgQCa6Gk1W8Vurgrj8433Byu_879on5GyLUiaHcM9lP4v_eCU9QTfYRElskw&s","/suspension-direction-amortisseurs","","","citroen,saxo,peugeot,106,support,amortisseur","Standard","038.5155","13893","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Support amortisseur avant Citroën Saxo/Peugeot 106 - Pièces Auto","Support d'amortisseur avant de qualité pour Citroën Saxo et Peugeot 106."
"Suspension Support Essieu","suspension-support-essieu-038-5185","published","Support essieu pour Citroën Jumper, Fiat Ducato 94-01 et Peugeot Boxer I. Garantit la stabilité et la solidité de l'essieu pour votre véhicule utilitaire.","Compatible CIT JUMPER / FIAT DUCATO 94-01 / PGT BOXER I","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrxUSSX7H8xPO2zuCNG9jiuP-mW3oFNa5A5TOAU2CHdENYHdh8bzmmpJQ_4g&s","/suspension-direction-supports-silentblocs","","","citroen,jumper,fiat,ducato,peugeot,boxer,support,essieu","Standard","038.5185","24851","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Support Essieu Citroën Jumper/Fiat Ducato/Peugeot Boxer - Auto","Support essieu robuste pour utilitaires Citroën, Fiat et Peugeot. Installation facile."
"Support amortisseur AV","support-amortisseur-av-038-5235","published","Support amortisseur avant pour Citroën ZX, Berlingo et Peugeot Partner. Fixation solide de l'amortisseur pour un comportement routier optimal et sécurisé.","Compatible C.ZX/Berlingo/P.POR","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2UtpAnEq8z27moILAQX3iJXeHmVK1La4OvBo_CLrFuRIiwE2hyE8oU_pimF8&s","/suspension-direction-amortisseurs","","","citroen,zx,berlingo,peugeot,partner,support,amortisseur","Standard","038.5235","22481","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Support amortisseur Citroën ZX/Berlingo/Peugeot Partner - Pièces Auto","Support d'amortisseur avant pour Citroën et Peugeot. Qualité et sécurité garanties."
"Support amortisseur AV","support-amortisseur-av-038-5245","published","Support amortisseur avant pour Citroën Berlingo et Peugeot Partner. Assure une fixation robuste de l'amortisseur pour une conduite stable et confortable.","Compatible BERLINGO/P.PARTNER","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0gtACPc8sBGw1U3CZOeyWXTZcCbEiyeY5U444qMwHMJU5sjoEcel06MHWJQ&s","/suspension-direction-amortisseurs","","","citroen,berlingo,peugeot,partner,support,amortisseur","Standard","038.5245","23963","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Support amortisseur Citroën Berlingo/Peugeot Partner - Pièces Auto","Support amortisseur avant de qualité pour Berlingo et Partner. Fixation robuste."
"Support moteur","support-moteur-038-5265","published","Support moteur pour Peugeot 406. Absorbe les vibrations du moteur et assure une fixation solide pour un fonctionnement optimal et silencieux du groupe motopropulseur.","Compatible P.406","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoDHFgICKJ9va06mml9W3pp9oBsIzyWEB9QolzQ5ICRGunnQ-T5Yu9HReXZw&s","/moteur-supports-moteur","","","peugeot,406,support,moteur","Standard","038.5265","80570","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Support moteur Peugeot 406 - Pièces Auto","Support moteur de qualité pour Peugeot 406. Réduit les vibrations efficacement."
"Support amortisseur AV/D","support-amortisseur-av-d-038-5285","published","Support amortisseur avant droit pour Citroën Jumper et Peugeot Boxer. Fixation renforcée pour les véhicules utilitaires garantissant durabilité et stabilité.","Compatible CIT. JUMPER-PGT. BOXER","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnL_NIP8wpbwB0hUIQ60Z0pCCW41aT265p2TKYLP0yoGRnZ0ETo1CONi-ziy4&s","/suspension-direction-amortisseurs","","","citroen,jumper,peugeot,boxer,support,amortisseur","Standard","038.5285","35801","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Support amortisseur droit Citroën Jumper/Peugeot Boxer - Auto","Support d'amortisseur avant droit pour utilitaires. Fixation renforcée et durable."
"Support amortisseur AV/G","support-amortisseur-av-g-038-5295","published","Support amortisseur avant gauche pour Citroën Jumper et Peugeot Boxer. Pièce robuste conçue pour résister aux contraintes des véhicules utilitaires intensifs.","Compatible CIT. JUMPER-PGT. BOXER","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSf40uBOLv4NWSPzdLAbJnTSmo8JvFkB9WD_nADcY571HnwDvsLfgZ6TEeK88w&s","/suspension-direction-amortisseurs","","","citroen,jumper,peugeot,boxer,support,amortisseur","Standard","038.5295","37440","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Support amortisseur gauche Citroën Jumper/Peugeot Boxer - Auto","Support d'amortisseur avant gauche robuste pour utilitaires Citroën et Peugeot."
"Support triangle suspension","support-triangle-suspension-038-5345","published","Support triangle suspension pour Peugeot 206. Fixe solidement le triangle de suspension et garantit une géométrie correcte des trains roulants pour votre véhicule.","Compatible P.206","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSr6RqH4104gRHne5uTfU6b9pdYCWWMokOqCxssIXhj7oj1WOcS3Ntp0Z3bkUE&s","/suspension-direction-supports-silentblocs","","","peugeot,206,support,triangle,suspension","Standard","038.5345","31906","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Support triangle suspension Peugeot 206 - Pièces Auto","Support de triangle de suspension pour Peugeot 206. Fixation solide garantie."
"Support triangle suspension","support-triangle-suspension-038-5405","published","Support triangle suspension pour Peugeot 206. Assure la fixation du triangle de suspension et maintient l'alignement précis des roues pour une tenue de route optimale.","Compatible P.206","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSr6RqH4104gRHne5uTfU6b9pdYCWWMokOqCxssIXhj7oj1WOcS3Ntp0Z3bkUE&s","/suspension-direction-supports-silentblocs","","","peugeot,206,support,triangle,suspension","Standard","038.5405","33698","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Support triangle suspension Peugeot 206 - Pièces Auto","Support triangle de suspension Peugeot 206. Alignement précis et tenue de route."
"Support amortisseur AV/D","support-amortisseur-av-d-038-5605","published","Support amortisseur avant droit pour Peugeot 206 et 206+. Garantit une fixation stable de l'amortisseur pour un comportement routier optimal et sécurisé.","Compatible PGT 206/206+","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQZrwhLhLGl4oOEL-iSJbhWWy14vXsUTNRX6EqYhlhRgDJW2juVmB-cK3oh_E&s","/suspension-direction-amortisseurs","","","peugeot,206,support,amortisseur","Standard","038.5605","24576","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Support amortisseur droit Peugeot 206/206+ - Pièces Auto","Support d'amortisseur avant droit pour Peugeot 206. Fixation stable et sécurisée."
"Support amortisseur AV","support-amortisseur-av-038-5855","published","Support amortisseur avant pour Peugeot 207, 307, Berlingo VL, Citroën C4, Picasso et ZX. Compatible multi-modèles pour une installation facile et une durabilité éprouvée.","Compatible P 207/P 307/Berlingo VL/C4/Picasso/CTR ZX","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS93VL4TgS6Bk7wFagsJ_UbzpUzxJPiwngr0PpC_hgbHoo1X-EJ2UVk8g-oSrs&s","/suspension-direction-amortisseurs","","","peugeot,207,307,berlingo,citroen,c4,support","Standard","038.5855","8944","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Support amortisseur Peugeot 207/307/Citroën C4 - Pièces Auto","Support d'amortisseur avant compatible Peugeot et Citroën. Installation facile."
"Support amortisseur AV/D","support-amortisseur-av-d-038-5a15","published","Support amortisseur avant droit pour Peugeot 206. Pièce de qualité qui assure la fixation solide de l'amortisseur et améliore le confort de conduite.","Compatible PEUGEOT 206","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSF5CphfUL-3sLZG-sTz13TnPM4pXqf1o4VPd89Mz0qq4-6DJmLe3TRNUSDjwc&s","/suspension-direction-amortisseurs","","","peugeot,206,support,amortisseur","Standard","038.5A15","24376","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Support amortisseur droit Peugeot 206 - Pièces Auto","Support d'amortisseur avant droit Peugeot 206. Confort et fixation optimale."
"Flecteur de direction","flecteur-de-direction-040-4144","published","Flecteur de direction pour Peugeot 505, Renault 12, Citroën BX, Visa, C15 et modèles 204, 304, 404, 504. Pièce de direction essentielle pour un pilotage précis.","Compatible P.505/R12/C.BX//VISA/C15/P204.P304,P404(73>),P504(73>)","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPfTrCv_t9jRfbrkKs0Jx_tKAw01kfRg1riHB3kUbwNOjhzlod4VViFWh6KQ&s","/suspension-direction-cremailleres-direction","","","peugeot,505,renault,12,citroen,bx,visa,direction","Standard","040.4144","4460","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Flecteur de direction Peugeot/Renault/Citroën - Pièces Auto","Flecteur de direction compatible Peugeot, Renault et Citroën. Pilotage précis."
"Butée d'embrayage","butee-d-embrayage-041-2142","published","Butée d'embrayage pour Peugeot 404, 504, 505 et 604. Assure le débrayage en douceur et prolonge la durée de vie de l'embrayage de votre véhicule.","Compatible P404,P504.P505.P604","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXhLdg7abW9lqYFNicE7iMdy1H4lLG_tVHbpSqOf4090kI5pRt1aV_AcW7Sg&s","/transmission-embrayage","","","peugeot,404,504,505,604,butee,embrayage","Standard","041.2142","15104","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Butée d'embrayage Peugeot 404/504/505/604 - Pièces Auto","Butée d'embrayage de qualité pour Peugeot. Débrayage en douceur garanti."
"Butée d'embrayage","butee-d-embrayage-041-2272","published","Butée d'embrayage pour Peugeot 504, 505 et 604. Composant essentiel du système d'embrayage garantissant des passages de vitesses fluides et sans à-coups.","Compatible P504/P505/P604","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTm9I2zFvh5h47yXRPwDwsYWH0gWaEtYF9UoC7cGhsbXrIY_pfp-P1zwJ7gT38&s","/transmission-embrayage","","","peugeot,504,505,604,butee,embrayage","Standard","041.2272","16602","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Butée d'embrayage Peugeot 504/505/604 - Pièces Auto","Butée d'embrayage pour Peugeot 504, 505 et 604. Passages de vitesses fluides."
"Butée d'embrayage","butee-d-embrayage-041-2292","published","Butée d'embrayage pour Peugeot 205, 305, 309 et 405. Garantit un débrayage précis et confortable pour un plaisir de conduite optimal au quotidien.","Compatible P205/P305/P309/P405","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFKxZ4NEwjt9txewxqkqt1dO1fdv-PfwpUGChyDVfSXIuQFHVCP3YzmcPAZA&s","/transmission-embrayage","","","peugeot,205,305,309,405,butee,embrayage","Standard","041.2292","16970","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Butée d'embrayage Peugeot 205/305/309/405 - Pièces Auto","Butée d'embrayage Peugeot 205, 305, 309 et 405. Débrayage précis et confortable."
"Arrêt d'huile arbre de roue","arret-d-huile-arbre-de-roue-045-3213","published","Arrêt d'huile arbre de roue pour Peugeot 403, 404 et 504. Joint d'étanchéité essentiel qui empêche les fuites d'huile au niveau de l'arbre de transmission.","Compatible P403/P404/P504 (=045.3183)","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrd2g-Kop9z6-WBwNLboixu6C02Az1IufrDBDxMbAu_FjIuR5wZ-csd64yUw&s","/pieces-diverses","","","peugeot,403,404,504,arret,huile,joint","Standard","045.3213","2430","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Arrêt d'huile arbre de roue Peugeot 403/404/504 - Pièces Auto","Joint d'étanchéité pour arbre de roue Peugeot. Empêche les fuites d'huile."
"Arrêt d'huile arbre de roue","arret-d-huile-arbre-de-roue-046-3203","published","Arrêt d'huile arbre de roue pour Peugeot 403, 404D et 504D. Joint d'étanchéité de qualité qui assure l'étanchéité parfaite du système de transmission.","Compatible P403/P404D/P504D","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdHCRcJJF9dgH4pzwQ_1fXqXsWYsl-Ha95gSBdvQN_ybAlFAjRjGS311Ofvg&s","/pieces-diverses","","","peugeot,403,404,504,arret,huile,joint","Standard","046.3203","3107","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Arrêt d'huile arbre Peugeot 403/404D/504D - Pièces Auto","Joint d'étanchéité arbre de roue Peugeot. Étanchéité parfaite garantie."
"Silent bloc de direction","silent-bloc-de-direction-059-4054","published","Silent bloc de direction pour Citroën Xsara, ZX, C15 et Peugeot 205, 305, 306, 309, 405, 504, 505, 604. Absorbe les vibrations et améliore le confort de direction.","Compatible C.XSARA/ZX/C15/P.205/305/306/309/405/504/505/604","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRm0YtNMHpMJabFsmPm94XSfLiJINcjaOthHYDkEOGPc_HkWfN8ESFgSDzwOg&s","/suspension-direction-cremailleres-direction","","","citroen,xsara,zx,peugeot,205,306,silent,bloc","Standard","059.4054","2484","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Silent bloc direction Citroën/Peugeot - Pièces Auto","Silent bloc de direction Citroën et Peugeot. Réduit vibrations et améliore confort."
"Rotule de direction mécanique filetage ext / D&G","rotule-de-direction-mecanique-filetage-ext-d-g-059-4094","published","Rotule de direction mécanique pour Peugeot 806, Partner, Citroën Evasion et Jumpy. Assure la liaison directionnelle avec précision pour votre véhicule familial ou utilitaire.","Compatible P.806 PARTNER- CITROEN EVASION GUMPY","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6zqX1SnUq7qhdRkwrGRhFE3VUTV07Ak5d6qMfxJ4qCLWOp4C39uJbv9YsVBQ&s","/suspension-direction-rotules","","","peugeot,806,partner,citroen,evasion,jumpy,rotule","Standard","059.4094","15213","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Rotule direction Peugeot 806/Partner/Citroën Evasion - Pièces Auto","Rotule de direction mécanique Peugeot et Citroën. Liaison précise garantie."
"Support échappement","support-echappement-062-3063","published","Support échappement pour Peugeot 304, 305, 504, 505 et 604. Fixe solidement le système d'échappement et réduit les vibrations transmises à la carrosserie.","Compatible P304,P305,P504,P505,P604","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNqJvF8q3ZnsXxSwcJLHJ2W2vvzAnsMXGEFz9lMJtzmnvG-MgUK3x5pP49QA&s","/echappement-general","","","peugeot,304,305,504,505,604,support,echappement","Standard","062.3063","3216","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Support échappement Peugeot 304/305/504/505/604 - Pièces Auto","Support d'échappement Peugeot. Fixation solide, réduit les vibrations."
"Soufflet direction à crémaillère","soufflet-direction-a-cremaillere-066-4094","published","Soufflet direction à crémaillère pour Peugeot 204 et 304. Protège le mécanisme de direction contre la poussière et l'humidité pour garantir sa longévité.","Compatible NON LIVRABLE P204,P304","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjo39Mwvypn_70G-4U9cR6fxKo1PW6lU8WFvrQITQvibwB6LAyY-xkC9KbLQ&s","/suspension-direction-cremailleres-direction","","","peugeot,204,304,soufflet,direction,cremaillere","Standard","066.4094","4374","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Soufflet direction crémaillère Peugeot 204/304 - Pièces Auto","Soufflet de direction à crémaillère Peugeot. Protection contre poussière et humidité."
"Soufflet direction à crémaillère","soufflet-direction-a-cremaillere-066-4104","published","Soufflet direction à crémaillère pour Peugeot 504 et 604. Protège efficacement la crémaillère de direction contre les éléments extérieurs et prolonge sa durée de vie.","Compatible P504,P604","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSw417O-XOEr1CoDUbP_hZEFvu-z7RROkcUWScK0j0Nqghu_5oLhhovff9NprM&s","/suspension-direction-cremailleres-direction","","","peugeot,504,604,soufflet,direction,cremaillere","Standard","066.4104","5371","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Soufflet direction Peugeot 504/604 - Pièces Auto","Soufflet de direction crémaillère Peugeot 504 et 604. Protection efficace."
"Soufflet direction à crémaillère","soufflet-direction-a-cremaillere-066-4154","published","Soufflet direction à crémaillère pour Peugeot 104, 205, 106, 109, 504, 309, Citroën ZX, Berlingo et C15. Protection universelle compatible multi-modèles.","Compatible P104/P205/P106/P109/P504/P309/CZX BERLINGO/C15","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWKF_Xsu8ilPPH-0fS0fBlRg5h0VqNBd78ccL0vWHYvMtXPJ-rwDurICIRqEg&s","/suspension-direction-cremailleres-direction","","","peugeot,104,205,106,citroen,zx,berlingo,soufflet","Standard","066.4154","3674","mad","reg_01KCYBHF3PV0D5HHW1NM4RXBQ0","true","100","Soufflet direction Peugeot/Citroën multi-modèles - Pièces Auto","Soufflet direction crémaillère Peugeot et Citroën. Compatible multi-modèles."
